Herbicide scenario	PFT	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
2	MECIcl3plb	8	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	23	30	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	24	30	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	25	30	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	26	30	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	36	30	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	45	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	45	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	45	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl3plb	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl3plb	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl3plb	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	1	30	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	1	30	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	1	30	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	2	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	2	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	2	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	3	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	3	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	3	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	4	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	4	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	4	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	5	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	5	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	5	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	6	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	6	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	6	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	7	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	7	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	7	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	8	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	8	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	8	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MECIcl4plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MECIcl4plb	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MECIcl4plb	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
